experiment,policy1,policy2,post_mean_diff,hdi_95_low,hdi_95_high,prob_policy2_better
E1,baseline,hmean,-0.0038359971715739324,-0.1883093048431932,0.1962140616066379,0.5115
E2,hmean,cvar,5.7313162022390225,5.5319668518653184,5.935363481591388,0.0
E4,cvar-nohys,cvar,0.014491656851244261,-0.1888301707860176,0.22226223823782032,0.4465
E5,cvar-nopers,cvar,5.651661648026482,5.449097086970555,5.850645778076925,0.0
