n_obs,n_units,APT_mean,APT_median,APT_trimmed,Q90,CVaR_0.9,MissRate,AcceptanceRate,SD,IQR,policy_group
2304,144,41.88924262152778,41.8357,41.611524457700654,46.40847,49.5154658008658,0.0,0.8051215277777778,3.764200869955894,5.191924999999998,hmean
2304,144,41.960835286458334,41.9463,41.680152494577,46.53191,49.58945584415584,0.0,0.7912326388888888,3.785691005897408,5.282799999999995,hmean-hardon
2304,144,42.03908637152777,41.96575,41.779911605206074,46.477420000000016,49.45047662337662,0.0,0.8111979166666666,3.704827770362196,5.244949999999996,cvar-nopers
2304,144,42.099443359375,41.97525,41.95490444685466,48.291430000000005,51.26369480519481,0.0,0.7986111111111112,4.916775828960772,6.629424999999998,baseline
2304,144,49.569257812500005,49.51935,49.08404978308026,61.75131000000001,66.57709134199135,0.009982638888888888,0.8029513888888888,8.620703393386865,10.204,cvar-nohys
2304,144,49.61125807291666,49.121449999999996,49.15931100867679,62.25649,66.03885974025975,0.008246527777777778,0.7894965277777778,8.541227859268652,10.7457,cvar
